,price,place,built,sqft,sale,yearsOld,floor,totalFloor,bhk
841,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
367,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1153,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1518,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
559,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
182,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2449,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1405,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2679,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1704,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1491,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
959,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2788,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1890,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2931,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1907,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
60,39000000,Frazer Town,Super built-up  Area,4856,Resale,10,3,4,3
1935,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
682,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2202,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
974,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
875,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2894,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2169,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
936,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
568,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
182,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
100,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1329,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1188,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
457,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
474,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
282,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
171,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2724,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1161,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2529,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
466,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
571,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
285,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
424,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2744,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2810,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
739,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1907,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
115,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
697,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
280,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2354,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1668,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1973,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
808,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
864,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2018,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2240,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
52,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
817,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2420,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1741,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
514,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
702,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1688,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
314,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2819,32500000,Sarakki Nagar,Super built-up  Area,2500,Resale,5,2,5,2
367,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
629,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1831,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
55,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
432,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
194,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
893,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
526,39000000,Frazer Town,Super built-up  Area,4856,Resale,10,3,4,3
767,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1797,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
970,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2859,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
983,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1908,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
566,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2415,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2761,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2062,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
926,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
255,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
646,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2019,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
653,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
795,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1789,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
946,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
470,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1656,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
846,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1984,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
828,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
13,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2024,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1621,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1939,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2265,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1728,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1371,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
136,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
663,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
796,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
11,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2579,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
584,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2265,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2684,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
514,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
166,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
89,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2727,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
337,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2786,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
757,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2228,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
206,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2134,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1297,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
933,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1339,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1889,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
9,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
315,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1445,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2021,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2694,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2128,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1303,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
929,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
913,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1884,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
127,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2014,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
931,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1814,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
996,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
298,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2784,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
933,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2383,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2669,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
511,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2905,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2408,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2003,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2767,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
191,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1297,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
985,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
685,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
295,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1387,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1433,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
347,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
934,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2494,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2043,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2724,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2653,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2074,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
406,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2587,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
46,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1490,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1223,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1990,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1006,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
611,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1162,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
491,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2245,47500000,Rajaji Nagar,Super built-up  Area,3526,Resale,5,17,29,17
600,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1633,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1052,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2395,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
55,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2653,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1079,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
824,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1634,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
748,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2626,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1624,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
525,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
395,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1548,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1851,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2423,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1016,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2081,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2928,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1502,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1227,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
565,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
410,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1508,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
736,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
487,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1873,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
219,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2943,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2530,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1874,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
601,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1124,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
994,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
120,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1218,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1754,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1067,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
881,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
2473,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
678,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1741,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
592,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
217,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1715,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2132,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1325,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2227,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2268,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
215,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2242,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2602,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2655,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
726,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2392,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
501,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2314,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
526,39000000,Frazer Town,Super built-up  Area,4856,Resale,10,3,4,3
308,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
872,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
2786,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
530,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1848,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1653,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
2070,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1135,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1354,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
209,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1538,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2085,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
747,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
2060,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
827,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1687,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2096,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2543,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
2243,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1456,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2834,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
433,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
1574,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1362,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1414,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2706,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1315,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2759,6300000,BTM Layout,Super built-up  Area,1450,Resale,5,1,4,1
1649,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2180,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
451,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2513,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
2176,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1387,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1388,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
476,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
1897,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1569,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
55,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
1001,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
830,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1438,47500000,Rajaji Nagar,Super built-up  Area,3526,Resale,5,17,29,17
1121,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
2628,7350000,Yelachenahalli,Super built-up  Area,1330,Resale,10,1,4,1
2078,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
2475,10500000,Ambalipura,Super built-up  Area,1857,Resale,15,4,5,4
1632,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
474,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1617,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2012,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
676,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1761,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
1734,7900000,Subramanyapura,Super built-up  Area,1784,Resale,5,18,18,18
1243,15000000,Devarabeesana Halli,Super built-up  Area,1672,Resale,10,6,10,6
2874,32500000,Sarakki Nagar,Super built-up  Area,2500,Resale,5,2,5,2
110,4025000,Electronics City Phase 1,Super built-up  Area,1543,Resale,10,3,4,3
960,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
261,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
1081,11500000,Yelahanka,Super built-up  Area,2190,Resale,5,3,5,3
756,3800000,Whitefield,Super built-up  Area,1019,Resale,1,2,5,2
1626,4900000,KR Puram,Super built-up  Area,1100,Resale,5,3,4,3
1145,4800000,Abbaiah Reddy Layout,Built-up  Area,1200,Resale,10,1,4,1
